X,Y,OBJECTID,REPORTINGAGENCYid,ReportingAgency,REPORTNUMBER,ACCIDENTDATE,STREETADDRESS,INTERSECTIONWITH,DirOfCollision,RoadGroup,AOTACTUALMILEPOINT,RoadCharacteristics,NonReportableAddress,CITYORTOWNid,CITYORTOWN,EASTING,NORTHING,AOTROUTEid,AOTROUTE,LRSNUMBER,HOWMAPPED,Animal,Impairment,Involving,Weather,DayNight,InjuryType,LOC_ERROR,RDFLNAME,SurfaceCondition,RoadCondition,Route,LATITUDE,LONGITUDE,AOTROADWAYGROUPid
505671.759999999776483,85138.640000002458692,3274,VT0140200,Springfield PD.,18SF004663,2018-05-19T13:37:00.000Z,,I91 North Off Ramp,"No Turns, Thru moves only, Broadside ^<","State Highway numbered route, State owned",2.67,T - Intersection,,1418,Springfield,505686,85137,0050,US-5,U005-1418,LRS,None/Other,None,None,Rain,Day,Property Damage Only,NO ERROR,CHARLESTOWN RD,Wet,None,US-5,43.26639622,-72.43013776,10
480536.987343749962747,222127.136250000447035,3275,VT0080200,Stowe PD.,18ST001721,2018-05-19T00:45:00.000Z,4564-4846 Mountain Rd,Brook Rd,,"State Highway numbered route, State owned",4.42,,,0808,Stowe,480545,222138,1080,VT-108,V108-0808,LRS,None/Other,None,None,,Night,Property Damage Only,NO ERROR,MOUNTAIN RD,,,VT-108,44.49910866,-72.74473177,10
460617.19796875026077,207036.196093749254942,3276,VT0040800,Richmond PD.,18RM00488,2018-05-19T11:58:00.000Z,Huntington Rd,Dugway Rd,Rear End,Federal Aid Secondary System (Class 2 TH),0.64,Not at a Junction,,0411,Richmond,,,S0211,HUNTINGTON RD,S02110411,LRS,None/Other,None,None,Cloudy,Day,Property Damage Only,NO ERROR,HUNTINGTON RD,Dry,None,HUNTINGTON RD,44.36249076,-72.99405476,3
444279.25656250026077,221150.634375002235174,3277,VT0040100,Burlington PD,18BU013284,2018-06-20T08:07:00.000Z,454 Riverside Ave,Cumberland Farms,Rear End,"State Highway numbered route, Class 1 TH",3.32,Not at a Junction,,0403,Burlington,,,0070,US-7,U007-0403,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,RIVERSIDE AVE,Dry,None,US-7,44.48843464,-73.20051554,11
448355.139062501490116,224571.987031249329448,3278,VT0040500,Colchester PD.,18CC006448,2018-06-20T05:44:00.000Z,1332 Severance Road,Liberty Lane,Single Vehicle Crash,Federal Aid Urban System (Class 2 TH's and 3 TH's only),0.67,Not at a Junction,,0405,Colchester,448340,224580,U5612,KELLOGG ROAD,S56120405,LRS,None/Other,None,None,Clear,Night,Property Damage Only,NO ERROR,SEVERANCE RD,Dry,None,KELLOGG ROAD,44.51952566,-73.1496192,2
462351.674843749962747,119521.490156251937151,3279,VTVSP0300,VSP - B4 Rutland,18B403004,2018-06-19T14:12:00.000Z,,Windcrest,"Left Turn and Thru, Broadside v<--","State Highway numbered route, State owned",0.11,Four-way Intersection,,1120,Rutland Town,462352,119520,0070,US-7,U007-1120S,LRS,None/Other,None,None,Clear,Day,Injury,NO ERROR,MIDDLE RD,Dry,None,US-7,43.57495247,-72.96609619,10
538147.841093750670552,213273.284531252458692,3280,VT0030300,St. Johnsbury PD.,18SJ002617,2018-06-13T17:20:00.000Z,1187 Main St,Concord Ave,Rear End,"State Highway numbered route, Class 1 TH",0.49,Four-way Intersection,,0311,St. Johnsbury,539434,213515,9997,ALTERNATE US-5,A00510311,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,MAIN ST,Dry,None,ALTERNATE US-5,44.41868613,-72.02097959,11
443567.734843750484288,216952.49812499992549,3281,VT0040300,So. Burlington PD.,18SB006352,2018-06-09T13:13:00.000Z,Shelburne Road,Home Avenue,"No Turns, Thru moves only, Broadside ^<","State Highway numbered route, Class 1 TH",0.33,Four-way Intersection,,0403,Burlington,443568,216965,0070,US-7,U007-0403,LRS,None/Other,Alcohol,None,Clear,Day,Fatal,NO ERROR,SHELBURNE ST,Dry,None,US-7,44.45060126,-73.20900254,11
445394.78421875089407,221278.798593752086163,3282,VT0040100,Burlington PD,18BU013343,2018-06-20T17:13:00.000Z,Colchester Ave,Winooski Bridge,,"State Highway numbered route, Class 1 TH",0.04,,,0403,Burlington,,,0070,US-7,U007-0418,LRS,None/Other,None,None,,Day,Property Damage Only,NO ERROR,MAIN ST,,,US-7,44.48967312,-73.18650578,11
505865.15062499884516,84581.814999999478459,3283,VT0140200,Springfield PD.,18SF005726,2018-06-20T11:20:00.000Z,Charlestown Road,Hoyt's Landing,"No Turns, Thru moves only, Broadside ^<","State Highway numbered route, State owned",3.06,Not at a Junction,,1418,Springfield,505817,84711,0050,US-5,U005-1418,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,CHARLESTOWN RD,Dry,None,US-5,43.26138255,-72.42776159,10
449753.97140625026077,236158.41312500089407,3284,VT0040600,Milton PD.,18MT004373,2018-06-21T16:45:00.000Z,379 US Route 7s,Southerberry,Rear End,"State Highway numbered route, State owned",3.08,Not at a Junction,,0410,Milton,,,0070,US-7,U007-0410,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,US ROUTE 7,Dry,None,US-7,44.62388803,-73.13315521,10
495121.159375000745058,39012.921250000596046,3285,VT0130200,Brattleboro PD.,18BB04823,2018-06-21T12:20:00.000Z,Flat St,,Single Vehicle Crash,Federal Aid Urban System (Class 2 TH's and 3 TH's only),0.1,Not at a Junction,,1302,Brattleboro,495111,39010,U2022,FLAT ST.,S20221302,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,FLAT ST,Dry,None,FLAT ST.,42.85119132,-72.55969129,2
443303.60625000204891,163584.404843749478459,3286,VTVSP0600,VSP - B5 New Haven,18B501877,2018-06-20T06:50:00.000Z,1982 VT-30,Sperry Rd,"Left Turn and Thru, Head On ^v--","State Highway numbered route, State owned",4.39,T - Intersection,,0104,Cornwall,443304,163594,0300,VT-30,V030-0104,LRS,None/Other,None,None,Clear,Day,Injury,NO ERROR,VT ROUTE 30,Dry,Not reported,VT-30,43.97031015,-73.20655532,10
444562.022812499664724,219711.265468752011657,3287,VT0040100,Burlington PD,18BU013410,2018-06-21T07:43:00.000Z,590 Main St,University Pl,Rear End,"State Highway numbered route, Class 1 TH",0.44,Not at a Junction,,0403,Burlington,,,0020,US-2,U002-0403,LRS,None/Other,None,None,Clear,Day,Injury,NO ERROR,MAIN ST,Dry,None,US-2,44.47550379,-73.1968067,11
514710.773906249552965,127943.17625000141561,3288,VT0140300,Hartford PD.,18HF03309,2018-06-21T18:09:00.000Z,Maple Street,Pine Street,"Left Turn and Thru, Angle Broadside -->v--","State Highway numbered route, Class 1 TH",9.45,Four-way Intersection,,1408,Hartford,514712,127942,0040,US-4,U004-1408,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,MAPLE ST,Dry,None,US-4,43.65155938,-72.31764533,11
450296.44406250026077,235860.265937501564622,3289,VT0040600,Milton PD.,18MT004347,2018-06-20T15:53:00.000Z,US Route 7 North,Bombardier Rd,Single Vehicle Crash,"State Highway numbered route, State owned",3.47,Not at a Junction,,0410,Milton,,,0070,US-7,U007-0410,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,US ROUTE 7,Dry,None,US-7,44.62124279,-73.12629102,10
440500.357031249441206,223521.174687499180436,3290,VT0040100,Burlington PD,18BU013281,2018-06-20T05:40:00.000Z,North Ave,Heineberg Rd,,Federal Aid Urban System (Class 2 TH's and 3 TH's only),2.47,,,0403,Burlington,,,U5026,NORTH AVE.,S50260403,LRS,None/Other,None,None,,Night,Property Damage Only,NO ERROR,NORTH AVE,,,NORTH AVE.,44.50946511,-73.24829238,2
453829.680625000968575,256793.58984375,3291,VT0060100,St. Albans PD.,18SA005361,2018-06-20T13:10:00.000Z,38 S MAIN ST,S MAIN ST / FAIRFILD,"No Turns, Thru moves only, Broadside ^<","State Highway numbered route, Class 1 TH",1.18,Driveway,,0612,St. Albans City,453822,256788,0070,US-7,U007-0612,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,S MAIN ST,Dry,None,US-7,44.80984951,-73.08366326,11
446112.194843750447035,210903.784375000745058,3292,VT0040700,Shelburne PD.,18SH01413,2018-06-21T06:27:00.000Z,5103 Dorset Street,Dorset Cheese Factory,,Federal Aid Secondary System (Class 2 TH),1.79,,,0413,Shelburne,446116,211101,S0331,DORSET ST,S03310413,LRS,Wild,None,None,,Day,Property Damage Only,NO ERROR,DORSET ST,,,DORSET ST,44.39636326,-73.17640881,3
495361.550000000745058,42739.800000000745058,3293,VT0130200,Brattleboro PD.,18BB04824,2018-06-21T12:25:00.000Z,1111 Putney Rd,Ramuntos,Same Direction Sideswipe,"State Highway numbered route, State owned",4.6,Traffic circle / roundabout,,1302,Brattleboro,495383,42700,0050,US-5,U005-1302,LRS,None/Other,None,Heavy Truck,,Day,Property Damage Only,NO ERROR,PUTNEY RD,Dry,None,US-5,42.88474223,-72.55678092,10
477497.424062499776483,242138.531718749552965,3294,VTVSP0100,VSP - A1 Williston,18A102830,2018-06-21T19:53:00.000Z,Vermont Route 109,3127 VT Route 109,Head On,"State Highway numbered route, State owned",3.12,Not at a Junction,,0802,Cambridge,477478,242162,1090,VT-109,V109-0802,LRS,None/Other,None,None,,Night,Injury,NO ERROR,VT ROUTE 109,Dry,None,VT-109,44.67910668,-72.78382645,10
446764.474531251005828,221656.484531251713634,3295,VT0040500,Colchester PD.,18CC006452,2018-06-20T08:53:00.000Z,66 College Parkway,Florida Avenue,Rear End,"State Highway numbered route, State owned",0.09,Other - Explain in Narrative,,0405,Colchester,446738,221655,0150,VT-15,V015-0405,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,COLLEGE PKWY,Dry,None,VT-15,44.49317405,-73.16932587,10
451364.87109375,221283.142343752086163,3296,VT0040200,Essex PD.,18ES03507,2018-06-20T18:06:00.000Z,4 Park St,Maple St,Head On,"State Highway numbered route, Class 1 TH",0.64,Not at a Junction,,0406,Essex,451388,221273,0021,VT-2A,V002A0406,LRS,None/Other,None,None,Clear,Day,Injury,NO ERROR,PARK ST,Dry,None,VT-2A,44.49013867,-73.11145379,11
446059.033125,218901.070000002160668,3297,VT0040300,So. Burlington PD.,18SB006796,2018-06-20T19:15:00.000Z,Williston Road,Mary Street,Same Direction Sideswipe,"State Highway numbered route, Class 1 TH",0.66,Four-way Intersection,,0414,South Burlington,445981,218929,0020,US-2,U002-0414,LRS,None/Other,None,None,Clear,Night,Property Damage Only,NO ERROR,WILLISTON RD,Dry,None,US-2,44.4683262,-73.17790752,11
451010.287656252272427,215577.178125001490116,3298,VT0041000,Williston PD.,18WT03719,2018-06-21T17:55:00.000Z,St George Rd,I89,Same Direction Sideswipe,"State Highway numbered route, State owned",2.92,Four-way Intersection,,0417,Williston,451016,215587,0021,VT-2A,V002A0417,LRS,None/Other,None,Heavy Truck,Clear,Day,Property Damage Only,NO ERROR,ST GEORGE RD,Dry,None,VT-2A,44.43876689,-73.11537177,10
445821.440312500111759,222995.220937499776483,3299,VT0040500,Colchester PD.,18CC006499,2018-06-21T21:16:00.000Z,Roosevelt Highway,I89 Exit 16 Southbound,"Left Turn and Thru, Angle Broadside -->v--","State Highway numbered route, State owned",0.19,Four-way Intersection,,0405,Colchester,445820,222999,0070,US-7,U007-0405,LRS,None/Other,None,None,Clear,Night,Injury,NO ERROR,ROOSEVELT HWY,Dry,None,US-7,44.50515098,-73.18132202,10
451224.921562499366701,218728.412968749180436,3300,VT0041000,Williston PD.,18WT03713,2018-06-21T14:23:00.000Z,1033 Essex Rd,,Rear End,"State Highway numbered route, State owned",4.94,Not at a Junction,,0417,Williston,451232,218730,0021,VT-2A,V002A0417,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,ESSEX RD,Dry,None,VT-2A,44.46713934,-73.11297242,10
448068.499374999664724,216451.767968751490116,3301,VTVSP0100,VSP - A1 Williston,18A102811,2018-06-20T18:53:00.000Z,Interstate 89 South,Mile Marker 86 Southbound,Rear End,"State Highway numbered route, State owned",85.89,Not at a Junction,,0414,South Burlington,447192,216730,0890,I-89,I089-0000S,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,INTERSTATE 89,Dry,Other - Explain in Narrative,I-89,44.44643222,-73.15240957,10
520245.492968751117587,216514.701718751341105,3302,VTVSP0200,VSP - A4 St. Johnsbury,18A403164,2018-06-20T13:03:00.000Z,3178 VT-15,Rowell Rd,Other - Explain in Narrative,"State Highway numbered route, State owned",4.08,T - Intersection,,0315,Walden,,,0150,VT-15,V015-0315,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,ROUTE 15,Dry,None,VT-15,44.44857866,-72.24564875,10
446326.812812500633299,218816.955312501639128,3303,VT0040300,So. Burlington PD.,18SB006788,2018-06-20T16:48:00.000Z,1250 Williston Road,,"No Turns, Thru moves only, Broadside ^<","State Highway numbered route, Class 1 TH",0.84,Driveway,,0414,South Burlington,446306,218824,0020,US-2,U002-0414,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,WILLISTON RD,Dry,None,US-2,44.46758919,-73.17453369,11
442215.424218749627471,209879.15140625089407,3304,VT0040700,Shelburne PD.,18SH01403,2018-06-20T15:38:00.000Z,Shelburne Road,Laplatte River Bridge,Rear End,"State Highway numbered route, State owned",2.4,Not at a Junction,,0413,Shelburne,442210,209885,0070,US-7,U007-0413,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,SHELBURNE RD,Dry,None,US-7,44.38684258,-73.22520409,10
468328.349999999627471,41541.360000001266599,3305,VT0130300,Wilmington PD.,18WM00708,2018-06-21T15:50:00.000Z,VT Route 9 West,Vintage Motel,,"State Highway numbered route, State owned",2.07,,,1322,Wilmington,468465,41448,0090,VT-9,V009-1322,LRS,None/Other,Alcohol,None,,Day,Property Damage Only,NO ERROR,W MAIN ST,,,VT-9,42.87331176,-72.88763217,10
438211.172812500037253,42208.625156253576279,3306,VT0020100,Bennington PD.,18BN04634,2018-06-21T20:54:00.000Z,2320 West Road,,Single Vehicle Crash,"State Highway numbered route, State owned",1.13,Not at a Junction,,0202,Bennington,438214,42185,0090,VT-9,V009-0202,LRS,Deer,None,None,Clear,Night,Property Damage Only,NO ERROR,WEST RD,Dry,None,VT-9,42.87747673,-73.25628863,10
443429.96000000089407,219903.990000003948808,3307,VT0040100,Burlington PD,18BU013313,2018-06-20T12:44:00.000Z,S Winooski Ave,College St,,"State Highway numbered route, Class 1 TH",1.08,,,0403,Burlington,,,9993,ALTERNATE US-7,A007-0403,LRS,None/Other,None,None,,Day,Property Damage Only,NO ERROR,S WINOOSKI AVE,,,ALTERNATE US-7,44.47715039,-73.21105572,11
468031.461875,52647.958593750372529,3308,VT0130500,Dover PD.,18DV00590,2018-06-22T13:00:00.000Z,22 Upper Handle Rd,N Access Rd,Other - Explain in Narrative,Federal Aid Secondary System (Class 2 TH),3.47,Driveway,,1304,Dover,468030,52652,S0115,UPPER HANDLE RD,S01151304,LRS,None/Other,None,Motorcycle,Clear,Day,Injury,NO ERROR,UPPER HANDLE RD,Dry,None,UPPER HANDLE RD,42.9732779,-72.89189892,3
450751.229375001974404,221720.967968750745058,3309,VT0040200,Essex PD.,18ES03571,2018-06-22T20:21:00.000Z,76 Pearl Street,Pearl Street And Post Office Squar,,"State Highway numbered route, Class 1 TH",1.73,,,0406,Essex,,,0150,VT-15,V015-0406,LRS,None/Other,None,None,,Night,,NO ERROR,PEARL ST,,,VT-15,44.49403707,-73.1192099,11
448864.871406249701977,236550.669843750074506,3310,VT0040600,Milton PD.,18MT004374,2018-06-21T18:11:00.000Z,US Route 7,Legion Rd,"No Turns, Thru moves only, Broadside ^<","State Highway numbered route, State owned",2.45,Four-way Intersection,,0410,Milton,,,0070,US-7,U007-0410,LRS,None/Other,None,Motorcycle,Clear,Day,Injury,NO ERROR,US ROUTE 7,Dry,None,US-7,44.62735516,-73.1443972,10
492826.145937500521541,230463.796093750745058,3311,VT0080100,Morristown PD.,18MR002487,2018-07-17T09:13:00.000Z,398 Munson Ave,State Rte 15,"Left Turn and Thru, Same Direction Sideswipe/Angle Crash vv--","State Highway numbered route, State owned",1.02,T - Intersection,,0807,Morristown,492831,230454,0150,VT-15,V015-0807,LRS,None/Other,None,Heavy Truck,Cloudy,Day,Property Damage Only,NO ERROR,MUNSON AVE,Dry,None,VT-15,44.57435991,-72.59032171,10
521625.13187500089407,140122.413750004023314,3312,VTVSP0200,VSP - A4 St. Johnsbury,18A403720,2018-07-17T08:04:00.000Z,Interstate 91 S,Mm 80/30 Southbound,Single Vehicle Crash,"State Highway numbered route, State owned",80.3,Not at a Junction,,1411,Norwich,,,0910,I-91,I091-0000S,LRS,None/Other,None,None,Rain,Day,Property Damage Only,NO ERROR,INTERSTATE 91,Wet,"Road Surface Condition(wet, icy, snow, slush, etc)",I-91,43.76101091,-72.23144681,10
462531,269669,3313,VT0060000,Franklin CSD,187FRC002847,2018-07-20T21:51:00.000Z,7350 VT ROute 78,Raymo Dr,Single Vehicle Crash,,,Not at a Junction,,0609,Highgate,,,,VT ROUTE 78,,XY,None/Other,None,None,Clear,Night,Property Damage Only,INVALID LOCATION ROUTE ID,VT ROUTE 78,Dry,None,VT ROUTE 78,44.92621867,-72.9746207,
445812.670156250707805,218519.554375000298023,3314,VT0040300,So. Burlington PD.,18SB007888,2018-07-17T17:21:00.000Z,Dorset St,Blue Mall,,Federal Aid Urban System (Class 2 TH's and 3 TH's only),3.81,,,0414,South Burlington,,,U5208,DORSET ST.,S52080414,LRS,None/Other,None,None,,Day,Property Damage Only,NO ERROR,DORSET ST,,,DORSET ST.,44.46487458,-73.18096357,2
443566.375,216937.125937500968575,3315,VT0040100,Burlington PD,18BU015791,2018-07-17T12:07:00.000Z,Shelburne Rd,Home Ave,,"State Highway numbered route, State owned",0.32,,,0403,Burlington,,,0070,US-7,U007-0403,LRS,None/Other,None,None,,Day,Property Damage Only,NO ERROR,SHELBURNE ST,,,US-7,44.45046282,-73.20901795,10
446266.659687501378357,218833.592812502756715,3316,VT0040300,So. Burlington PD.,18SB007865,2018-07-17T10:49:00.000Z,1220 Williston Rd.,White St,Same Direction Sideswipe,"State Highway numbered route, Class 1 TH",0.8,Not at a Junction,,0414,South Burlington,446317,218820,0020,US-2,U002-0414,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,WILLISTON RD,Dry,None,US-2,44.46773444,-73.17529133,11
493796.205,195254.942343750968575,3317,VT0120200,Montpelier PD.,18MP005110,2018-07-17T13:05:00.000Z,Berlin St,Northfield St,Same Direction Sideswipe,"State Highway numbered route, Class 1 TH",2.19,Driveway,,1211,Montpelier,,,0020,US-2,U002-1211,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,BERLIN ST,Dry,None,US-2,44.2575046,-72.57768763,11
443210.285000000149012,220749.714218750596046,3318,VT0040100,Burlington PD,18BU015854,2018-07-18T08:13:00.000Z,North St,Elmwood Ave,Other - Explain in Narrative,Federal Aid Urban System (Class 2 TH's and 3 TH's only),0.42,Five-point or more,,0403,Burlington,,,U5032,NORTH ST.,S50320403,LRS,None/Other,None,Heavy Truck,Clear,Day,Property Damage Only,NO ERROR,NORTH ST,Dry,None,NORTH ST.,44.48474364,-73.21390951,2
443604.603437500074506,219551.844374999403954,3319,VT0040100,Burlington PD,18BU015794,2018-07-17T12:35:00.000Z,207 S Union St,S Union St,,Federal Aid Urban System (Class 2 TH's and 3 TH's only),0.63,,,0403,Burlington,,,U5052,S UNION ST.,S50520403,LRS,None/Other,None,None,,Day,Property Damage Only,NO ERROR,S UNION ST,,,S UNION ST.,44.47399515,-73.20882234,2
449400.706249999813735,223035.521562501788139,3320,VT0040200,Essex PD.,18ES04181,2018-07-17T16:17:00.000Z,Susie Wiilson  Rpad,Pinecrest Drive,"Left Turn and Thru, Angle Broadside -->v--",Federal Aid Urban System (Class 2 TH's and 3 TH's only),0.13,Four-way Intersection,,0406,Essex,449383,223015,U5410,SUSIE WILSON RD.,S54100406,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,SUSIE WILSON RD,Dry,None,SUSIE WILSON RD.,44.50577327,-73.13631779,2
491134.647187501192093,232735.967968750745058,3321,VT0080000,Lamoille CSD,18LC004153,2018-07-18T17:21:00.000Z,278 VT-15,Centerville Rd,Rear End,"State Highway numbered route, State owned",2.11,T - Intersection,,0805,Hyde Park,491122,232747,0150,VT-15,V015-0805,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,VT ROUTE 15,Dry,None,VT-15,44.59478901,-72.61165746,10
506998.055625001899898,100343.149218747392297,3322,VT0140800,Weathersfield PD.,18WF00337,2018-07-17T08:16:00.000Z,Vermont Route 131,I-91 Exit Ramp NB,Rear End,Ramp or Spur,0.22,Off Ramp,,1420,Weathersfield,506928,100355,0910,I-91,I091-0000NR008C,LRS,None/Other,None,None,Rain,Day,Property Damage Only,NO ERROR,ROUTE 131,Wet,None,I-91,43.40324499,-72.41360726,7
442125.749218749813735,41105.364218750968575,3323,VT0020100,Bennington PD.,18BN05293,2018-07-17T12:10:00.000Z,133 Dewey Street,Grant Street,"Left Turn and Thru, Head On ^v--",Federal Aid Urban System (Class 2 TH's and 3 TH's only),0.08,T - Intersection,,0202,Bennington,442567,42333,U1020,DEWEY ST.,S10200202,LRS,None/Other,None,None,Clear,Day,Property Damage Only,NO ERROR,DEWEY ST,Dry,None,DEWEY ST.,42.8678524,-73.20826476,2
443612.295937499962747,218674.603125000372529,3324,VT0040100,Burlington PD,18BU015857,2018-07-18T08:44:00.000Z,St Paul St,Catherine St,,"State Highway numbered route, Class 1 TH",0.25,,,0403,Burlington,,,9993,ALTERNATE US-7,A007-0403,LRS,None/Other,None,None,,Day,Property Damage Only,NO ERROR,SAINT PAUL ST,,,ALTERNATE US-7,44.46610164,-73.20863014,11
446708.069843751378357,226191.317968748509884,3325,VT0040500,Colchester PD.,18CC007454,2018-07-17T11:21:00.000Z,2443 ROOSEVELT HIGHWAY,,Single Vehicle Crash,"State Highway numbered route, State owned",2.35,Not at a Junction,,0405,Colchester,446727,226349,0070,US-7,U007-0405,LRS,None/Other,None,None,Clear,Day,Injury,NO ERROR,ROOSEVELT HWY,,None,US-7,44.53397796,-73.17050276,10
